"","coast","site","site_full","treatment","transect.point","date.insertion","date.retrieval","month.iris","month_name.iris","season.iris","campaign","sr_mean","sr_max","sr_min","sr_se","sr_0-10 cm","sr_20-30 cm","sr_40-50 cm","sr_10-20 cm","sr_50-60cm","sr_30-40 cm"
"214","North Sea","NES","Nessmersiel (NES)","Grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.0882073134428909,0.432577046114357,0.00445240458619251,0.0221663171945372,0.0174881390509045,0.0573729772020028,0.182904905607167,0.044434774124471,0.0817685770771148,0.145274507595685
"215","North Sea","NES","Nessmersiel (NES)","Grazed","4",2023-07-01,2023-09-01,"09","September","Autumn","five",0.318620822028467,0.747681030415347,0.0981014556386504,0.0367303906606306,0.218154074466992,0.503183360334995,0.343904541960806,0.206778873684648,0.133829868232777,0.505874213490584
"216","North Sea","NES","Nessmersiel (NES)","Grazed","4",2023-09-01,2023-10-01,"10","October","Autumn","six",0.124619847196772,0.366092336265639,0.0121666662480503,0.0226960351709746,0.264772910507602,0.0848576631075976,0.136372123997918,0.0499391844817946,0.0889131380426004,0.122864063043122
"217","North Sea","NES","Nessmersiel (NES)","Grazed","4",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.413030400070675,0.922831397836622,0.0653152726169713,0.0482880604914561,0.368567743269176,0.581606558066414,0.381245426748324,0.404042355985298,0.171068895932325,0.571651420422516
"218","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-02-01,2023-03-01,"03","March","Spring","one",0.395869919948635,0.861093951278846,0.124474394564868,0.0444590472457787,0.191129031939079,0.709978534131464,0.298103454481739,0.375997703159733,0.353756691661125,0.446254104318671
"219","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-03-01,2023-05-01,"05","May","Spring","two",0.39227396615887,0.99266474295366,0.0494182764262017,0.0694514060533412,0.0871067553972798,0.717252896095408,0.285902493546381,0.389166966331304,0.119311277662292,0.754903407920557
"220","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.429264049667263,0.790531426039313,0.0483460742099343,0.0532819991626598,0.190418946518919,0.497746282302395,0.474844892612761,0.196796986280216,0.636913442751497,0.578863747537786
"222","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-07-01,2023-09-01,"09","September","Autumn","five",0.315375041690208,0.802238591379195,0.045126835145264,0.0390100422612601,0.0622216564360583,0.378370944302324,0.316289331802535,0.170153715738633,0.540055301667701,0.425159300193996
"223","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-09-01,2023-10-01,"10","October","Autumn","six",0.27612741046458,0.778988957750331,0.0314430348103244,0.0412091433990143,0.0888232920923227,0.179665202738838,0.326033277918472,0.0818477466781046,0.614710377101555,0.36568456625819
"224","North Sea","NES","Nessmersiel (NES)","Grazed","5",2023-10-01,2023-11-01,"11","November","Autumn","seven",0.528141128216377,0.981273473622257,0.12931952376343,0.0574478921133181,0.222542391517364,0.669646537084237,0.4689371503548,0.522418949684742,0.695589037141184,0.589712703515938
"225","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-02-01,2023-04-01,"04","April","Spring","one",0.619723580305919,0.975807960587866,0.0971612091704111,0.0736137131002576,0.180223833363337,0.733608593932821,NA,0.325337935525112,NA,0.938018415196213
"226","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-04-01,2023-05-01,"05","May","Spring","two",0.67244978747311,0.977336332550098,0.03135618321971,0.0637013079446098,0.316815769201945,0.571637384427486,0.967151370401772,0.311585944847133,0.921044198570555,0.946464057389772
"227","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-05-01,2023-06-01,"06","June","Summer","three",0.873290810837761,0.982531770839619,0.442289915359505,0.0312650833151715,0.684057208913344,0.85248954952785,0.969140238576896,0.818970625161622,0.944830993110688,0.970256249736166
"228","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-06-01,2023-08-01,"08","August","Summer","four",0.897135405441721,0.993841412755763,0.583069163401982,0.0263594551502033,0.671623242783873,0.975188317899229,0.976179917415477,0.8497800201669,0.920409582669848,0.989631351714998
"229","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-08-01,2023-09-01,"09","September","Autumn","five",0.898331747286453,0.993203431372549,0.541529240611019,0.0266573340852599,0.713327086948142,0.967000543893974,0.988038747431329,0.788099338364595,0.94505561079451,0.988469156286166
"230","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-09-01,2023-11-01,"11","November","Autumn","six",0.815839458582747,0.994374632943586,0.106585442859835,0.0578211929324069,0.418694579447861,0.929598381118854,0.991461337332485,0.593760826717352,0.969326711057429,0.992194915822504
"231","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","1",2023-10-01,2023-12-01,"12","December","Winter","seven",0.728607707906116,0.994169189890626,0.0159319220385228,0.068072407158072,0.157573788404524,0.821965651143801,0.980452402964076,0.491471056041019,0.956188915238379,0.963994433644899
"232","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-02-01,2023-04-01,"04","April","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-04-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-05-01,2023-06-01,"06","June","Summer","three",0.748609740644,0.993421835715934,0.129535110296791,0.0634521799279583,0.302943030397228,0.890005021487682,0.941861452542584,0.395869715690918,0.972355575451932,0.988623648293656
"235","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-06-01,2023-08-01,"08","August","Summer","four",0.773198287443564,0.993869918073031,0.234674155875034,0.0566870661378841,0.307913975650923,0.903596329108326,0.978762117732796,0.546425723647495,0.955560716491752,0.946930862030094
"236","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-08-01,2023-09-01,"09","September","Autumn","five",0.79080398480166,0.996446586040329,0.199891620944253,0.0575390614095257,0.304744797954469,0.957425600830658,0.989971431290557,0.531528538259979,0.967560278910895,0.993593261563402
"237","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-09-01,2023-11-01,"11","November","Autumn","six",0.790462323528442,0.99645270017973,0.279291353217965,0.0517159010860796,0.350207909259782,0.907073976350547,0.979059411736322,0.590630541880085,0.970998929025875,0.944803172918044
"238","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","2",2023-10-01,2023-12-01,"12","December","Winter","seven",0.75372217210126,0.995332425680801,0.210725265737945,0.0573441192730913,0.43771289761049,0.770643613892126,0.99126923494654,0.391359653722468,0.972735947794466,0.958611684641473
"239","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-02-01,2023-04-01,"04","April","Spring","one",0.55013493271523,0.898294435355108,0.131330771917569,0.0612523769371245,0.31191146369742,NA,NA,0.551297010310198,NA,NA
"240","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-04-01,2023-05-01,"05","May","Spring","two",0.633424210727046,0.987715082280323,0.0445944138774263,0.0630865546344103,0.259118990579616,0.803069768633062,0.731075771939238,0.463204169366971,0.746520450390625,0.797556113452763
"241","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-05-01,2023-06-01,"06","June","Summer","three",0.833464068435709,0.985148679856201,0.378220195784128,0.0392438707404455,0.463258854054988,0.92667345056753,0.905556030878263,0.852153748100436,0.877653110675403,0.975489216337632
"242","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-06-01,2023-08-01,"08","August","Summer","four",0.867102369834019,0.993077783913483,0.0625770130378,0.0454840658421041,0.505651209949882,0.987953668854875,0.93231775362375,0.897277049039038,0.894428597287746,0.984985940248822
"243","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-08-01,2023-09-01,"09","September","Autumn","five",0.89113077060447,0.995348350756266,0.425122232264446,0.0339401910829339,0.584344426464395,0.991439859562123,0.963668904210727,0.870564539348129,0.94444271473918,0.992324179302269
"244","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-09-01,2023-11-01,"11","November","Autumn","six",0.846377341951013,0.991741311094442,0.208522843068542,0.0505813401175613,0.317790412422601,0.976744470893545,0.974754099453218,0.905131809608668,0.971677495559284,0.932165763768759
"245","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","3",2023-10-01,2023-12-01,"12","December","Winter","seven",0.749790636649102,0.994532480544008,0.0773120902235449,0.0554950963454129,0.312708047260416,0.852966489416582,0.94250446431671,0.560068853629703,0.868341854722283,0.962154110548918
"246","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-02-01,2023-04-01,"04","April","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-04-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-05-01,2023-06-01,"06","June","Summer","three",0.825302398039043,0.985860158088683,0.425681966897839,0.0366880293475285,0.616291843278944,0.786123285122265,0.87736646151906,0.837100900005408,0.968409305847871,0.866522592460712
"249","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.848286545368847,0.991460408103103,0.388109928432509,0.0376236560874928,0.735113595338324,0.945587674228221,0.787612232079173,0.959618138442893,0.829230117521491,0.832557514602981
"250","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-08-01,2023-09-01,"09","September","Autumn","five",0.888002728234525,0.993268186753529,0.577455399341313,0.0253863277830127,0.678645327884711,0.928688721056119,0.956887561640212,0.934945359379118,0.958751756510364,0.870097642936627
"251","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-09-01,2023-11-01,"11","November","Autumn","six",0.876639792129487,0.994131866463225,0.277009629333261,0.0387317559932553,0.599887325694,0.924874522156571,0.985766381970547,0.806011815907322,0.971794801354994,0.971503905693486
"252","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","4",2023-10-01,2023-12-01,"12","December","Winter","seven",0.75890501949687,0.965615575117083,0.217627036286874,0.0467666425122551,0.38314897594359,0.771548568274478,0.950987844576357,0.709980732971436,0.930194963117348,0.807569032098012
"253","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-02-01,2023-04-01,"04","April","Spring","one",0.404242027223961,0.951230220129667,0.037183706054735,0.0558131892936503,0.211336943187387,0.194925720215306,0.635470072691328,0.123032779627312,0.760864875201904,0.499821772420528
"254","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-04-01,2023-05-01,"05","May","Spring","two",0.560764803893811,0.989642280197723,0.00281209370724035,0.0771182540484949,0.453279730094644,0.51619121351434,0.668277869714276,0.43801134434384,0.674342988529336,0.61448567716643
"255","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",0.862913013116774,0.991547664811045,0.647835590148203,0.0224680520924937,0.848625669801537,0.8846070343865,0.922479512109577,0.88326143155488,0.725075737687256,0.913428693160893
"256","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.863490007792349,0.992638454244289,0.584992043440192,0.0303291473922232,0.65048494381829,0.95232276822396,0.850969713767652,0.88042756208443,0.878195261552232,0.96853979730753
"257","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-08-01,2023-09-01,"09","September","Autumn","five",0.924822561400064,0.995173217001923,0.593796003677782,0.0233501458760195,0.709324583870289,0.938661777168979,0.988763409685016,0.946068600822486,0.982146279982128,0.983970716871484
"258","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-09-01,2023-11-01,"11","November","Autumn","six",0.798716275367037,0.994482496194825,0.246831391946045,0.0548748798388243,0.566251951530651,0.778669767979979,0.990620314316665,0.482415098516341,0.985344733048819,0.988995786809768
"259","Baltic Sea","SCH","Schleimünde (SCH)","Not grazed","5",2023-10-01,2023-12-01,"12","December","Winter","seven",0.571572745725677,0.979321381426117,0.028303709906794,0.0626691229911947,0.316055296673547,0.724695887325668,0.713460041641062,0.27611727309467,0.743976342780779,0.655131632838335
"260","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-02-01,2023-04-01,"04","April","Spring","one",0.889651016425973,0.994478853709267,0.194006554955897,0.0404771909658084,0.529261473819796,0.988458236764008,0.977683076353367,0.940831028529346,0.913134282082374,0.988538001006947
"261","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-04-01,2023-05-01,"05","May","Spring","two",0.824704902190699,0.990870064262721,0.150768682561803,0.0537876821940601,0.428545434933631,0.941844300781462,0.967194406483551,0.66320405323802,0.961668181229546,0.985773036477985
"262","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-05-01,2023-06-01,"06","June","Summer","three",0.654088979596885,0.985718848165044,0.323714018271136,0.049813590349398,0.490527525590695,0.458275175184179,0.955378801960798,0.444775347146203,0.974617169784458,0.600959857914978
"263","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-06-01,2023-08-01,"08","August","Summer","four",0.830606366984392,0.981864013141746,0.553286716607505,0.0279590220219319,0.645338486701031,0.884429915236921,0.899647454061172,0.769796705596367,0.968449969371439,0.815975670939422
"264","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-08-01,2023-09-01,"09","September","Autumn","five",0.923853504597021,0.991778881276285,0.58615496178948,0.0204799376716749,0.723119197199335,0.964674731585365,0.98284375110817,0.956775177372728,0.96418199971491,0.951526170601618
"265","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-09-01,2023-11-01,"11","November","Autumn","six",0.895269716587967,0.988715005489335,0.582191848391727,0.0265723551263902,0.711748070521845,0.800804899977764,0.979263887041188,0.956607668813836,0.975771954624088,0.947421818549078
"266","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","1",2023-10-01,2023-12-01,"12","December","Winter","seven",0.864949360736241,0.99097933724343,0.164406771288708,0.0475023946473437,0.393860514701608,0.982471432714101,0.983995320799463,0.881040991976796,0.9654258675073,0.982902036718179
"267","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-02-01,2023-04-01,"04","April","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-04-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-05-01,2023-06-01,"06","June","Summer","three",0.231326579349444,0.313584539933473,0.152745301306755,0.0222856524961615,0.216029281239905,NA,NA,0.246623877458983,NA,NA
"270","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-06-01,2023-08-01,"08","August","Summer","four",0.147210720996968,0.336764098073049,0.0172905967942733,0.0399208938062101,0.104409098114456,NA,NA,0.190012343879481,NA,NA
"271","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-08-01,2023-09-01,"09","September","Autumn","five",0.457054580869079,0.99286892700517,0.0197785967067357,0.0994239256912978,0.0660974282329946,0.345337019959716,0.726060172814677,0.0660910853635641,NA,0.728173491431965
"272","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-09-01,2023-11-01,"11","November","Autumn","six",0.668543806065674,0.993499956928908,0.054084141425487,0.0785604492181685,0.241804368667443,0.687424170475113,0.988778382571114,0.128810556953026,0.972575948127655,0.991869409599691
"273","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","2",2023-10-01,2023-12-01,"12","December","Winter","seven",0.670462270470571,0.995567797732635,0.0360984037073902,0.0759991689969254,0.101438405467043,0.72028757658597,0.988759083784331,0.271993200909749,0.957517213279435,0.982778142796898
"274","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-02-01,2023-04-01,"04","April","Spring","one",0.315385046087291,0.872050362239198,0.00309182181874134,0.0886122316513164,0.136936696515408,NA,NA,0.284142684259714,NA,NA
"275","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-04-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-05-01,2023-06-01,"06","June","Summer","three",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-06-01,2023-08-01,"08","August","Summer","four",0.105261252220665,0.395984429420201,0.0030089149434674,0.0405231870374837,0.02562439848582,NA,NA,0.0782678670778697,NA,NA
"278","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-08-01,2023-09-01,"09","September","Autumn","five",0.384825558472698,0.925231715373854,0.0166036079449218,0.050845855787711,0.164727654824641,0.415516244091275,0.367097461665078,0.178786584710223,0.69757803005346,0.485247375491508
"279","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-09-01,2023-11-01,"11","November","Autumn","six",0.225432527325378,0.433829993184714,0.0207320975801886,0.0283015144353214,0.0343353328853656,0.295975244956865,0.239583855765333,0.114009062405108,0.390741377270088,0.277950290669509
"280","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","3",2023-10-01,2023-12-01,"12","December","Winter","seven",0.718068389419847,0.993823636011578,0.0626302009150291,0.0693763624034045,0.171885653209241,0.807524975698886,0.965393281792244,0.477022946962036,0.894107858284292,0.99247562057238
"281","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-02-01,2023-04-01,"04","April","Spring","one",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-04-01,2023-05-01,"05","May","Spring","two",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-05-01,2023-06-01,"06","June","Summer","three",0.822930509302866,0.9888217116754,0.427807667743996,0.038174402894509,0.641344364494813,0.791273613297341,0.980725155837002,0.598344320489079,0.961727150202805,0.964168451496156
"284","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-06-01,2023-08-01,"08","August","Summer","four",0.839175223480628,0.991413090573207,0.376050635631505,0.0369036737503972,0.733010860774487,0.81581380567109,0.986335013201439,0.683638908697003,0.969070337215571,0.847182415324179
"285","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-08-01,2023-09-01,"09","September","Autumn","five",0.877857251607815,0.993734475215957,0.377685346655983,0.0340024446027096,0.635598494919025,0.890158928146715,0.988005888846252,0.796228348498305,0.968184015112633,0.988967834123963
"286","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-09-01,2023-11-01,"11","November","Autumn","six",0.857208398489368,0.992980100555316,0.160321283960772,0.0468181347268641,0.550997682358588,0.975778656029772,0.982515448781465,0.67978326281817,0.970642387070398,0.983532953877815
"287","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","4",2023-10-01,2023-12-01,"12","December","Winter","seven",0.829839131114426,0.996241254403811,0.268026673972768,0.0565627478454813,0.409584739634221,0.984693141387293,0.987143676414016,0.640153369937802,0.96209652393338,0.995363335379843
"288","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-02-01,2023-04-01,"04","April","Spring","one",0.60580796121285,0.950487961560434,0.272359916365129,0.0421142309335118,0.810753841267561,0.726642719064243,0.435014878949957,0.752526495204218,0.459988070948401,0.449921761842719
"289","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-04-01,2023-05-01,"05","May","Spring","two",0.570248919680185,0.933524496429103,0.236700582621629,0.0433229725078943,0.631248293975873,0.841497956356295,0.322095246383423,0.585932621515365,0.384171712451393,0.65654768739876
"290","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-05-01,2023-06-01,"06","June","Summer","three",0.737581036353032,0.975500956576065,0.384143553611219,0.0288261778848638,0.631087060682883,0.72755497336139,0.725582121504332,0.705251632538924,0.736919412148529,0.899091017882134
"291","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-06-01,2023-08-01,"08","August","Summer","four",0.600058659008786,0.959277299501586,0.0924184750712063,0.0573467569473214,0.784260138649847,0.300592235839282,0.818166274622424,0.41836192605019,0.915854708192473,0.363116670698499
"292","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-08-01,2023-09-01,"09","September","Autumn","five",0.815462257810792,0.989562666915175,0.44057670015456,0.0317184187396791,0.782540559072624,0.888504726644539,0.781259018665977,0.841734497729609,0.932811716611062,0.66592302814094
"293","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-09-01,2023-11-01,"11","November","Autumn","six",0.778704669226826,0.991495711460772,0.438807294233613,0.0339961143690136,0.748621012221627,0.864999639342039,0.764284600151296,0.691875440587685,0.975465233771391,0.626982089286917
"294","Baltic Sea","SCH","Schleimünde (SCH)","Grazed","5",2023-10-01,2023-12-01,"12","December","Winter","seven",0.886799001777038,0.994697190797252,0.295940398961647,0.0365868406464351,0.52686458235497,0.961982378693958,0.981775553116417,0.904540840765803,0.956854230863676,0.988776424867405
